ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
35,New Mexico,NM,35001,Bernalillo County,35001000107,Census Tract 1.07; Bernalillo County; New Mexico,1.224330986408,2535,284,1299,199,1204,212,549,304,33,35,410,206,0,13,172,118,770,200,376,105,338,107,23,31,0,52,752,394,233,190,0,13,0,18,99,69,6,3,21.7,11.7,2.8,2.9,34.1,16.0,0.0,2.0,6.8,4.7,30.4,6.5,14.8,3.9,13.3,4.3,1.9,2.6,0.0,2.1,29.7,15.2,17.9,14.4,0.0,3.0,0.0,1.5,8.2,5.7,0.2,0.1,0.325,0.2413,0.7817,0.0,0.41,1.758,0.245,0.8856,0.1824,0.325,0.1567,0.0,1.5497,0.0833,0.0564,0.0564,0.0564,0.8985,0.0,0.0,0.7433,0.5008,2.1426,0.4317,5.5067,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,128,74,0,13,638,200,40,34,25,30,0,13,36,37,13,24,10.6,6.1,0.0,1.6,25.2,7.2,1.6,1.4,1.0,1.2,0.0,1.6,1.4,1.5,0.5,0.9
35,New Mexico,NM,35001,Bernalillo County,35001003736,Census Tract 37.36; Bernalillo County; New Mexico,4.940847293582,2347,353,1158,146,1125,156,552,215,32,63,465,136,62,39,300,233,378,110,510,149,302,100,117,93,42,66,1479,412,389,125,254,90,13,14,87,52,41,14,23.7,8.5,2.5,4.7,41.3,10.6,3.7,2.3,12.8,8.9,16.1,4.7,21.7,4.2,12.9,4.4,10.4,8.1,1.9,2.9,63.0,14.8,33.6,9.9,21.9,6.8,1.1,1.2,7.7,4.5,1.7,0.5,0.3683,0.213,0.905,0.1675,0.7317,2.3855,0.4617,0.4113,0.4959,0.3,0.79,0.5075,2.5047,0.4833,0.4892,0.4892,0.4892,0.9567,0.6256,0.3517,0.7183,0.7529,3.4052,0.9267,8.7846,0.6667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,42473,200,93,51,42,1040,245,73,68,244,237,0,13,71,62,0,13,17.8,7.9,2.2,1.8,44.3,9.4,3.1,2.9,10.4,9.2,0.0,1.7,3.0,2.6,0.0,1.7
35,New Mexico,NM,35001,Bernalillo County,35001003737,Census Tract 37.37; Bernalillo County; New Mexico,0.60439634876,2884,297,1315,205,1277,209,103,69,46,50,108,77,79,54,33,34,668,71,545,142,222,64,75,63,80,92,874,390,272,207,0,13,37,54,11,16,15,4,3.6,2.4,2.8,3.1,8.5,5.9,3.5,2.4,1.1,1.2,23.2,2.9,18.9,4.5,7.7,2.2,5.9,4.8,2.9,3.3,30.3,13.2,20.7,15.4,0.0,3.0,2.9,4.2,0.9,1.2,0.5,0.1,0.015,0.2413,0.0383,0.1575,0.03,0.4821,0.0117,0.7363,0.3549,0.0483,0.4933,0.6335,2.2663,0.35,0.058,0.058,0.058,0.9085,0.0,0.575,0.1633,0.597,2.2438,0.4833,5.0502,0.1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,836,30,38,23,31,586,172,154,126,22,50,0,13,50,50,39,57,2.3,3.0,0.8,1.1,20.3,5.0,5.3,4.4,0.8,1.7,0.0,1.4,1.7,1.7,1.4,2.0
35,New Mexico,NM,35001,Bernalillo County,35001003738,Census Tract 37.38; Bernalillo County; New Mexico,0.549288396402,5266,786,2525,325,2525,325,928,527,54,53,994,379,66,63,184,194,917,142,839,244,544,266,70,110,19,79,2737,851,1171,415,0,19,66,100,57,45,86,6,18.0,9.9,2.1,2.1,39.4,14.1,1.8,1.7,3.9,3.8,17.4,3.8,15.9,3.9,11.4,5.1,2.8,4.3,0.4,1.6,52.0,14.2,46.4,15.3,0.0,1.6,2.6,3.9,2.3,1.8,1.6,0.3,0.2567,0.1714,0.8817,0.0647,0.195,1.5695,0.1967,0.4876,0.2189,0.205,0.2133,0.2123,1.3371,0.0267,0.2968,0.2968,0.2968,0.9817,0.0,0.5317,0.3367,0.7446,2.5947,0.6417,5.7981,0.2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3529,197,156,29,40,1499,581,217,136,415,501,0,19,543,359,34,48,7.8,6.1,0.6,0.8,28.5,9.9,4.1,2.7,7.9,9.1,0.0,0.8,10.3,6.3,0.6,0.9
35,New Mexico,NM,35001,Bernalillo County,35001003739,Census Tract 37.39; Bernalillo County; New Mexico,0.326741906316,2240,479,1122,186,955,208,157,93,109,112,180,86,156,131,4,7,421,219,589,254,393,155,153,107,0,52,1443,570,300,114,4,7,109,99,14,13,0,13,7.0,3.9,9.7,8.8,18.8,8.0,10.1,7.3,0.2,0.3,18.8,9.9,26.3,9.5,17.7,6.9,16.1,10.6,0.0,2.4,64.4,21.4,26.7,9.1,0.4,0.6,11.4,10.1,1.5,1.4,0.0,0.6,0.045,0.7537,0.3333,0.4478,0.0067,1.5865,0.2,0.5705,0.7396,0.5933,0.94,0.0,2.8434,0.7267,0.5257,0.5257,0.5257,0.9285,0.2113,0.915,0.2417,0.0,2.2965,0.5,7.2521,0.41,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,3,744,8,9,0,13,1006,355,23,23,409,349,0,13,5,8,0,13,0.8,1.0,0.0,1.8,44.9,14.1,1.0,1.1,18.3,13.9,0.0,1.8,0.2,0.3,0.0,1.8
35,New Mexico,NM,35001,Bernalillo County,35001003740,Census Tract 37.40; Bernalillo County; New Mexico,0.470596175578,5598,933,3177,356,2879,298,1879,689,154,122,1039,308,169,148,744,328,445,164,1287,562,1034,371,130,116,154,188,3200,1240,1557,378,0,19,147,123,303,149,0,19,33.6,11.0,4.6,3.5,36.1,10.0,5.0,4.4,13.3,6.0,7.9,3.3,23.0,7.3,18.5,5.3,4.5,4.0,3.0,3.6,57.2,20.0,49.0,10.6,0.0,1.2,5.1,4.2,10.5,5.4,0.0,0.3,0.595,0.4077,0.8167,0.2405,0.7483,2.8082,0.6133,0.0829,0.5539,0.6533,0.355,0.6468,2.2919,0.3617,0.3731,0.3731,0.3731,0.9834,0.0,0.7533,0.8183,0.0,2.555,0.6217,8.0282,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4142,233,233,642,309,1968,508,44,70,546,302,0,19,0,19,0,19,8.1,7.6,11.5,5.3,35.2,8.0,0.8,1.2,9.8,5.3,0.0,0.7,0.0,0.7,0.0,0.7
35,New Mexico,NM,35001,Bernalillo County,35001003741,Census Tract 37.41; Bernalillo County; New Mexico,5.235911461308,1974,423,839,133,839,133,40,40,5,9,36,45,11,18,10,13,695,173,355,210,81,44,17,25,16,55,543,593,2,13,0,13,0,18,21,23,0,13,2.0,2.0,0.7,1.3,4.3,5.3,0.7,1.2,0.5,0.7,35.2,9.7,18.0,7.4,4.1,2.5,2.0,3.0,0.9,2.9,27.5,29.5,0.2,1.5,0.0,4.7,0.0,2.1,2.5,2.6,0.0,0.7,0.0067,0.0666,0.0083,0.0299,0.015,0.1265,0.0017,0.9254,0.3184,0.0067,0.165,0.3234,1.7389,0.1333,0.0448,0.0448,0.0448,0.4542,0.0,0.0,0.3567,0.0,0.8109,0.045,2.7211,0.0067,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,657,0,13,0,13,371,163,98,95,10,13,0,13,64,51,0,13,0.0,4.7,0.0,2.0,18.8,8.2,5.0,4.9,0.5,0.7,0.0,2.0,3.2,2.8,0.0,2.0
35,New Mexico,NM,35001,Bernalillo County,35001003742,Census Tract 37.42; Bernalillo County; New Mexico,10.419475599558,4814,639,2184,224,2148,222,327,172,164,111,281,139,11,17,87,85,1561,246,1090,403,746,226,68,57,29,58,1264,862,191,117,0,13,0,18,69,67,2,1,6.9,3.5,8.5,5.5,13.1,6.3,0.3,0.5,1.8,1.8,32.4,5.6,22.6,5.9,15.6,4.4,3.2,2.6,0.6,1.2,26.3,17.6,8.7,5.3,0.0,1.8,0.0,0.8,3.2,3.2,0.0,0.0,0.0417,0.7072,0.13,0.0199,0.0567,0.9555,0.0483,0.9005,0.534,0.48,0.245,0.257,2.4165,0.4283,0.0348,0.0348,0.0348,0.7953,0.0,0.0,0.445,0.0,1.2403,0.1167,4.6471,0.0867,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1729,140,153,145,173,808,218,162,135,0,13,0,13,149,103,0,13,6.5,6.9,3.0,3.6,16.8,4.2,3.4,2.8,0.0,0.8,0.0,0.8,3.1,2.1,0.0,0.8
35,New Mexico,NM,35001,Bernalillo County,35001003743,Census Tract 37.43; Bernalillo County; New Mexico,1.28214628599,6303,668,2324,260,2324,260,521,339,107,114,446,169,170,97,371,255,830,160,1405,261,381,186,123,90,133,115,3415,865,184,108,35,53,8,24,88,104,0,19,8.3,5.3,3.1,3.2,19.2,6.9,3.7,2.2,5.9,3.9,13.2,2.9,22.3,3.4,6.1,2.9,5.3,3.8,2.2,1.9,54.2,12.5,7.9,4.6,1.5,2.2,0.3,1.0,3.8,4.3,0.0,0.3,0.0783,0.2795,0.35,0.1675,0.335,1.2103,0.09,0.2537,0.5174,0.0267,0.4267,0.5456,1.7701,0.1483,0.33,0.33,0.33,0.7787,0.2895,0.24,0.4967,0.0,1.8049,0.3,5.1153,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8058,80,85,61,86,1697,446,1415,559,50,85,0,19,192,143,0,19,3.4,3.7,1.0,1.4,26.9,5.8,22.4,8.2,0.8,1.3,0.0,0.6,3.0,2.3,0.0,0.6
35,New Mexico,NM,35001,Bernalillo County,35001003744,Census Tract 37.44; Bernalillo County; New Mexico,1.24366929118,1555,241,416,45,416,45,25,40,0,13,28,24,0,13,0,13,81,57,594,186,90,63,0,18,0,52,438,399,0,18,0,13,0,18,53,62,0,13,1.6,2.6,0.0,5.8,6.7,5.7,0.0,4.7,0.0,2.5,5.2,4.1,38.2,8.1,5.8,4.1,0.0,4.3,0.0,3.4,28.2,25.3,0.0,4.3,0.0,9.2,0.0,4.3,12.7,14.8,0.0,0.8,0.0033,0.0,0.0233,0.0,0.0,0.0266,0.0,0.0249,0.9917,0.0233,0.0,0.0,1.0399,0.0083,0.0498,0.0498,0.0498,0.0,0.0,0.0,0.875,0.0,0.875,0.06,1.9913,0.0017,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1146,0,13,0,13,345,219,66,84,0,13,0,13,27,33,0,13,0.0,9.2,0.0,2.5,22.2,14.6,4.2,5.4,0.0,2.5,0.0,2.5,1.7,2.2,0.0,2.5
35,New Mexico,NM,35001,Bernalillo County,35001003745,Census Tract 37.45; Bernalillo County; New Mexico,1.347333431058,1334,233,567,25,528,45,257,128,17,25,124,69,40,38,0,13,377,97,73,100,364,108,0,18,0,52,444,256,22,30,219,94,0,18,41,33,6,2,19.6,9.2,2.7,3.7,23.5,12.9,3.2,3.2,0.0,3.0,28.3,6.5,5.5,7.1,27.4,5.2,0.0,3.4,0.0,3.9,33.3,18.3,3.9,5.3,38.6,16.0,0.0,3.4,7.8,6.4,0.4,0.1,0.2783,0.2296,0.49,0.141,0.0,1.1389,0.08,0.8574,0.0332,0.925,0.0,0.0,1.8156,0.1633,0.0896,0.0896,0.0896,0.6656,0.8369,0.0,0.725,0.5755,2.803,0.745,5.8471,0.205,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,6518,64,45,0,13,347,164,0,13,75,78,0,13,8,12,14,20,12.1,8.6,0.0,3.0,26.0,8.8,0.0,3.0,5.6,5.4,0.0,3.0,0.6,0.9,1.0,1.6
35,New Mexico,NM,35001,Bernalillo County,35001003746,Census Tract 37.46; Bernalillo County; New Mexico,1.472682603664,4931,748,2142,152,2133,150,364,292,20,25,485,185,347,267,160,146,781,299,918,252,702,242,52,59,109,154,2966,824,61,73,207,116,0,18,29,32,2,3,7.4,5.8,0.7,0.8,22.7,8.5,9.4,6.5,3.3,3.0,15.8,6.1,18.6,3.7,14.3,4.0,2.4,2.8,2.4,3.3,60.2,14.0,2.8,3.4,9.7,5.4,0.0,0.8,1.4,1.5,0.0,0.1,0.0567,0.0666,0.4633,0.4196,0.1417,1.1479,0.0833,0.3947,0.3383,0.4033,0.1867,0.5738,1.8968,0.1817,0.4212,0.4212,0.4212,0.614,0.4742,0.0,0.2283,0.0,1.3165,0.1367,4.7824,0.0967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4559,279,141,0,13,2491,620,435,246,0,13,0,13,40,42,0,13,13.1,6.7,0.0,0.8,50.5,7.4,8.8,4.8,0.0,0.8,0.0,0.8,0.8,0.9,0.0,0.8
35,New Mexico,NM,35001,Bernalillo County,35001003803,Census Tract 38.03; Bernalillo County; New Mexico,37.00683808562,3315,458,1578,153,1413,163,124,89,40,28,159,91,100,65,178,116,830,172,690,204,445,161,43,45,19,54,637,632,0,18,118,69,12,15,8,12,0,13,3.7,2.6,2.5,1.8,11.3,6.3,4.3,2.8,5.4,3.5,25.0,5.3,20.8,4.4,13.5,4.7,3.1,3.2,0.6,1.6,19.2,18.9,0.0,1.1,7.5,4.4,0.9,1.1,0.6,0.9,0.0,0.4,0.0167,0.213,0.0817,0.1973,0.285,0.7937,0.035,0.7861,0.4461,0.3483,0.2333,0.257,2.0708,0.2583,0.0116,0.0116,0.0116,0.0,0.4509,0.3217,0.1267,0.0,0.8993,0.0633,3.7754,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870,107,65,16,28,544,212,5,9,47,47,0,13,16,14,9,15,7.6,4.6,0.5,0.8,16.4,6.0,0.2,0.3,1.4,1.4,0.0,1.2,0.5,0.4,0.3,0.5
35,New Mexico,NM,35001,Bernalillo County,35001003804,Census Tract 38.04; Bernalillo County; New Mexico,23.69314343847,5437,620,2452,276,2289,258,690,393,81,95,523,209,242,198,305,174,1212,267,1066,308,676,227,0,26,150,147,1967,833,0,26,402,183,119,74,0,19,18,3,12.7,7.1,3.0,3.4,22.8,8.8,5.7,4.6,5.6,3.3,22.3,4.8,19.6,4.2,12.5,4.1,0.0,1.1,2.9,2.8,36.2,14.8,0.0,1.1,16.4,7.2,5.2,3.2,0.0,1.7,0.3,0.0,0.1583,0.2679,0.4683,0.262,0.295,1.4515,0.1583,0.7131,0.3765,0.2683,0.0,0.6335,1.9914,0.215,0.1128,0.1128,0.1128,0.0,0.5591,0.7583,0.0,0.539,1.8564,0.3167,5.4121,0.1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,156,126,0,19,1833,582,16,24,0,19,0,19,118,120,0,19,6.8,5.4,0.0,0.7,33.7,9.0,0.3,0.4,0.0,0.7,0.0,0.7,2.2,2.3,0.0,0.7
35,New Mexico,NM,35001,Bernalillo County,35001003805,Census Tract 38.05; Bernalillo County; New Mexico,40.439860543702,2437,464,1185,210,1044,237,499,275,50,45,176,86,73,46,149,86,575,134,503,173,371,159,17,30,0,52,686,634,0,18,184,91,35,34,52,42,0,13,20.5,10.6,4.6,3.9,16.9,7.3,3.9,2.5,6.1,3.6,23.6,6.5,20.6,5.9,15.3,6.5,1.6,2.9,0.0,2.2,28.1,25.5,0.0,1.5,15.5,9.1,3.4,3.2,5.0,4.0,0.0,0.5,0.295,0.4077,0.26,0.1824,0.3583,1.5034,0.175,0.7496,0.4262,0.4617,0.1317,0.0,1.7692,0.1467,0.0481,0.0481,0.0481,0.0,0.5507,0.63,0.5733,0.0,1.754,0.2783,5.0747,0.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,87,49,0,13,546,182,26,38,0,13,0,13,113,83,1,2,8.3,4.7,0.0,1.6,22.4,7.4,1.1,1.5,0.0,1.6,0.0,1.6,4.6,3.3,0.0,0.1
35,New Mexico,NM,35001,Bernalillo County,35001003806,Census Tract 38.06; Bernalillo County; New Mexico,38.007033772212,3536,579,1557,158,1438,173,545,358,43,33,296,106,53,37,95,50,760,214,625,247,382,124,29,27,0,52,1525,639,0,18,178,80,37,51,10,16,0,13,15.4,9.8,2.6,2.0,20.6,6.9,1.9,1.3,2.7,1.5,21.5,6.9,17.7,5.2,10.8,3.1,2.0,1.9,0.0,1.5,43.1,16.6,0.0,1.2,11.4,5.0,2.6,3.5,0.7,1.1,0.0,0.4,0.2083,0.2196,0.3933,0.068,0.1,0.9892,0.0533,0.6833,0.3018,0.17,0.165,0.0,1.3201,0.0233,0.1741,0.1741,0.1741,0.0,0.4925,0.5317,0.1417,0.0,1.1659,0.1,3.6493,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,182,79,0,13,1432,527,0,13,33,34,0,13,60,48,0,13,12.7,5.4,0.0,1.1,40.5,9.5,0.0,1.1,0.9,1.0,0.0,1.1,1.7,1.3,0.0,1.1
35,New Mexico,NM,35001,Bernalillo County,35001003807,Census Tract 38.07; Bernalillo County; New Mexico,138.615901419768,5030,735,2311,272,2133,267,1149,548,83,64,480,245,65,62,298,241,1376,418,757,222,799,460,55,75,18,78,1651,1023,0,26,624,225,155,217,0,19,16,4,22.8,10.4,4.1,3.1,22.5,11.1,1.7,1.6,5.9,4.2,27.4,7.0,15.0,4.0,15.9,7.6,2.6,3.5,0.4,1.7,32.8,19.8,0.0,1.1,27.0,7.9,7.3,10.1,0.0,1.9,0.3,0.1,0.35,0.3627,0.4533,0.058,0.335,1.559,0.1933,0.8458,0.1874,0.495,0.2,0.2123,1.9405,0.1983,0.0829,0.0829,0.0829,0.0,0.6938,0.835,0.0,0.539,2.0678,0.39,5.6502,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449,183,131,0,19,1175,504,28,31,66,96,0,19,336,249,46,52,8.6,6.0,0.0,0.8,23.4,9.6,0.6,0.6,1.3,1.9,0.0,0.8,6.7,4.9,0.9,1.0
35,New Mexico,NM,35001,Bernalillo County,35001004001,Census Tract 40.01; Bernalillo County; New Mexico,37.637992461286,4997,724,1753,190,1566,190,1702,601,157,98,512,176,535,168,790,498,741,144,1345,407,689,165,249,180,300,168,3815,789,42,69,391,121,51,57,11,16,191,27,34.3,11.0,6.9,4.7,32.7,10.5,17.2,5.2,15.8,9.2,14.8,3.4,26.9,5.4,13.8,3.2,15.9,11.3,6.4,3.5,76.3,11.3,2.4,3.9,22.3,7.0,3.3,3.6,0.7,1.0,3.8,0.8,0.6067,0.6389,0.7533,0.6849,0.82,3.5038,0.825,0.325,0.7595,0.365,0.935,0.8192,3.2037,0.9,0.6915,0.6915,0.6915,0.6007,0.6306,0.62,0.1417,0.8756,2.8686,0.765,10.2676,0.8817,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,12601,265,155,60,123,3642,723,25,44,13,24,0,13,75,97,0,13,16.9,8.8,1.2,2.5,72.9,6.7,0.5,0.9,0.3,0.5,0.0,0.8,1.5,1.9,0.0,0.8
35,New Mexico,NM,35001,Bernalillo County,35001004300,Census Tract 43; Bernalillo County; New Mexico,1.438567403148,5616,767,2293,260,2094,271,2855,681,359,184,942,295,666,284,664,310,1029,253,1196,271,1075,442,264,210,365,206,4506,836,180,116,69,63,58,68,245,159,59,3,51.4,10.0,14.5,7.3,45.0,12.8,16.5,6.9,11.9,5.4,18.3,4.3,21.3,4.1,19.3,6.5,12.6,9.9,7.1,3.9,80.2,10.1,7.8,5.0,3.0,2.8,2.8,3.2,11.7,7.1,1.1,0.2,0.9017,0.9251,0.9483,0.6667,0.6933,4.1351,0.9733,0.5439,0.4743,0.6883,0.8733,0.8391,3.4189,0.9383,0.7413,0.7413,0.7413,0.777,0.3394,0.5617,0.8467,0.7081,3.2329,0.895,11.5282,0.9833,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2776,543,213,94,111,4348,758,0,19,42,45,0,19,22,24,0,19,25.9,9.4,1.7,1.9,77.4,6.3,0.0,0.7,0.7,0.8,0.0,0.7,0.4,0.4,0.0,0.7
35,New Mexico,NM,35001,Bernalillo County,35001004401,Census Tract 44.01; Bernalillo County; New Mexico,1.135103972514,3146,779,1077,146,983,152,1281,385,21,25,360,116,742,249,367,140,474,123,575,195,709,215,97,77,374,161,2864,793,0,18,145,64,84,55,19,20,0,13,40.7,6.9,1.5,1.9,36.6,10.4,32.8,8.4,11.7,4.7,15.1,5.2,18.3,7.8,22.5,4.8,9.9,7.7,12.0,4.2,91.0,11.3,0.0,1.7,13.5,6.2,8.5,5.4,1.9,2.0,0.0,0.4,0.74,0.1098,0.83,0.937,0.6867,3.3035,0.765,0.3549,0.325,0.815,0.7667,0.9303,3.1919,0.8967,0.8657,0.8657,0.8657,0.0,0.5075,0.87,0.2917,0.0,1.6692,0.2517,9.0303,0.7017,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1804,167,72,17,28,2847,783,0,13,0,13,0,13,0,13,0,13,17.0,7.6,0.5,0.9,90.5,5.4,0.0,1.3,0.0,1.3,0.0,1.3,0.0,1.3,0.0,1.3
35,New Mexico,NM,35001,Bernalillo County,35001004402,Census Tract 44.02; Bernalillo County; New Mexico,1.970439510534,3580,570,1380,158,1274,166,1049,476,42,41,371,170,409,181,317,213,722,149,740,217,714,251,136,83,91,93,2839,668,35,54,72,61,30,41,60,45,27,5,29.4,12.5,2.6,2.5,29.1,12.8,17.2,7.0,8.9,5.7,20.2,4.6,20.7,4.8,20.1,6.4,10.6,6.4,2.7,2.8,79.3,13.7,2.5,3.9,5.2,4.5,2.4,3.2,4.7,3.7,0.8,0.1,0.5,0.2196,0.6517,0.6849,0.5483,2.6045,0.5417,0.6302,0.4328,0.725,0.8033,0.6053,3.1966,0.8983,0.728,0.728,0.728,0.604,0.3993,0.5083,0.5533,0.6633,2.7282,0.7033,9.2573,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4989,279,133,2,3,2702,383,0,13,15,14,21,28,90,93,9,15,21.9,9.3,0.1,0.1,75.5,8.4,0.0,1.1,0.4,0.4,0.6,0.8,2.5,2.5,0.3,0.4
35,New Mexico,NM,35001,Bernalillo County,35001004501,Census Tract 45.01; Bernalillo County; New Mexico,0.864705158854,3584,625,1245,248,1209,266,2017,540,93,78,596,273,666,244,682,372,653,332,1144,341,915,354,120,78,489,217,3378,637,6,17,348,247,156,103,16,19,0,13,56.8,11.6,7.1,6.1,49.3,19.8,32.6,10.6,19.0,9.9,18.2,8.3,31.9,6.5,25.5,7.6,10.0,6.1,15.0,6.1,94.3,6.7,0.5,1.4,28.0,15.8,12.9,8.0,1.3,1.6,0.0,0.4,0.9433,0.6489,0.9733,0.9353,0.885,4.3858,0.9883,0.539,0.9171,0.8983,0.7767,0.9519,4.083,0.9933,0.9088,0.9088,0.9088,0.4725,0.7005,0.9317,0.215,0.0,2.3197,0.5067,11.6973,0.985,1,0,1,1,0,3,0,1,0,0,1,2,1,1,0,0,1,0,0,1,7,1242,424,276,0,13,3353,644,0,13,25,39,0,13,0,13,0,13,35.1,16.9,0.0,1.1,93.6,4.0,0.0,1.1,0.7,1.1,0.0,1.1,0.0,1.1,0.0,1.1
35,New Mexico,NM,35001,Bernalillo County,35001004502,Census Tract 45.02; Bernalillo County; New Mexico,1.133741418556,3375,1085,1253,167,1167,172,905,317,48,48,302,110,554,219,495,232,487,109,827,681,551,202,184,176,206,140,3060,1112,5,16,48,48,58,65,188,74,7,2,26.8,3.7,2.9,3.0,25.9,8.6,26.9,8.2,14.8,5.6,14.4,5.2,24.5,13.3,16.5,7.8,15.8,14.9,6.2,3.7,90.7,15.3,0.4,1.3,3.8,4.0,5.0,5.5,16.1,7.0,0.2,0.1,0.445,0.2562,0.5567,0.8773,0.7983,2.9335,0.655,0.3051,0.6352,0.5283,0.9333,0.8093,3.2112,0.905,0.8624,0.8624,0.8624,0.4609,0.3677,0.7467,0.9333,0.5008,3.0094,0.8383,10.0165,0.8417,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,3253,190,77,9,18,2780,1042,0,13,211,184,5,10,55,38,0,13,16.3,6.7,0.3,0.6,82.4,8.4,0.0,1.2,6.3,5.5,0.1,0.3,1.6,1.1,0.0,1.2
