ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
42,Pennsylvania,PA,42001,Adams County,42001030101,Census Tract 301.01; Adams County; Pennsylvania,21.149361763036,2658,14,1173,95,1061,90,174,85,36,26,233,94,181,69,206,127,521,108,560,88,292,70,24,26,47,61,341,153,0,15,43,26,8,17,6,9,0,11,6.6,3.2,2.4,1.8,22.0,8.7,9.1,3.5,7.8,4.8,19.6,4.1,21.1,3.3,11.0,2.7,2.3,2.4,1.9,2.4,12.8,5.8,0.0,1.3,3.7,2.2,0.8,1.6,0.6,0.8,0.0,0.4,0.1345,0.1959,0.4794,0.6445,0.7932,2.2475,0.4281,0.5333,0.5752,0.2866,0.2456,0.7568,2.3975,0.4715,0.4392,0.4392,0.4392,0.0,0.7248,0.515,0.0438,0.0,1.2836,0.1374,6.3678,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,68,29,2,4,207,104,8,10,0,11,0,11,113,86,11,15,6.4,2.7,0.1,0.2,7.8,3.9,0.3,0.4,0.0,1.1,0.0,1.1,4.3,3.2,0.4,0.6
42,Pennsylvania,PA,42029,Chester County,42029302704,Census Tract 3027.04; Chester County; Pennsylvania,1.960579237658,5152,538,1813,178,1786,177,164,106,93,47,219,87,11,13,55,48,886,176,1092,203,351,140,9,21,21,65,503,752,10,21,0,16,0,22,19,21,5,6,3.2,2.0,2.9,1.6,12.3,4.7,0.3,0.4,1.1,0.9,17.2,3.1,21.2,3.4,6.8,2.7,0.5,1.2,0.4,1.3,9.8,14.6,0.6,1.2,0.0,1.6,0.0,1.2,1.1,1.2,0.1,0.1,0.0332,0.2635,0.0832,0.017,0.0814,0.4783,0.0153,0.3988,0.5816,0.0687,0.0629,0.4322,1.5442,0.0941,0.3525,0.3525,0.3525,0.292,0.0,0.0,0.0821,0.3021,0.6762,0.0382,3.0512,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,88,68,13,23,153,107,203,110,0,16,0,16,134,81,0,16,4.9,3.8,0.3,0.4,3.0,2.0,3.9,2.1,0.0,0.6,0.0,0.6,2.6,1.5,0.0,0.6
42,Pennsylvania,PA,42029,Chester County,42029302705,Census Tract 3027.05; Chester County; Pennsylvania,1.097369065748,3381,346,1410,119,1330,126,202,129,29,24,335,115,74,38,137,89,769,157,581,171,250,92,16,28,44,49,448,511,407,140,0,11,0,15,29,29,140,3,6.2,3.9,1.6,1.4,25.2,8.3,3.1,1.6,4.2,2.7,22.7,5.2,17.2,4.1,7.7,3.0,1.2,2.1,1.4,1.5,13.3,15.1,28.8,9.6,0.0,2.1,0.0,1.1,2.2,2.1,4.1,0.4,0.1234,0.1014,0.5953,0.1841,0.4878,1.492,0.2012,0.726,0.2915,0.1034,0.1226,0.6929,1.9364,0.2103,0.4503,0.4503,0.4503,0.92,0.0,0.0,0.1759,0.8564,1.9523,0.3703,5.831,0.2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2651,36,46,80,70,70,60,159,107,0,11,0,11,134,121,5,27,2.7,3.4,2.4,2.1,2.1,1.8,4.7,3.1,0.0,0.9,0.0,0.9,4.0,3.6,0.1,0.8
42,Pennsylvania,PA,42029,Chester County,42029302706,Census Tract 3027.06; Chester County; Pennsylvania,2.717753831206,5231,731,2117,217,2067,223,890,348,87,52,785,241,13,21,233,177,869,221,970,269,372,128,17,31,67,99,670,1011,738,151,0,16,53,64,33,29,29,6,17.0,6.2,2.8,1.7,38.0,10.9,0.4,0.6,4.5,3.3,16.6,3.9,18.5,3.5,7.1,2.8,0.8,1.5,1.3,1.9,12.8,19.2,34.9,6.2,0.0,1.4,2.6,3.1,1.6,1.4,0.6,0.1,0.5079,0.2456,0.8665,0.0188,0.5236,2.1624,0.4054,0.3698,0.3768,0.0811,0.09,0.6777,1.5954,0.1053,0.4392,0.4392,0.4392,0.9433,0.0,0.8029,0.1226,0.608,2.4768,0.6194,6.6738,0.3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13331,35,37,79,63,58,69,67,47,0,16,0,16,466,236,0,16,1.7,1.8,1.5,1.2,1.1,1.3,1.3,0.9,0.0,0.6,0.0,0.6,8.9,4.3,0.0,0.6
42,Pennsylvania,PA,42029,Chester County,42029302802,Census Tract 3028.02; Chester County; Pennsylvania,3.907185830038,4824,448,1860,133,1851,132,258,125,134,77,262,105,14,23,61,68,1379,152,906,175,670,206,28,32,5,44,125,651,143,51,0,11,5,16,55,52,49,17,5.4,2.5,5.3,3.1,14.2,5.6,0.4,0.6,1.3,1.4,28.6,3.6,18.8,3.0,13.9,3.9,1.5,1.7,0.1,1.0,2.6,13.5,7.7,2.7,0.0,1.6,0.3,0.9,3.0,2.8,1.0,0.3,0.0978,0.5764,0.1391,0.0188,0.1004,0.9325,0.0797,0.9153,0.4017,0.4808,0.1541,0.2989,2.2508,0.3768,0.0478,0.0478,0.0478,0.6536,0.0,0.3918,0.2459,0.6765,1.9678,0.3768,5.1989,0.1336,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7427,74,56,120,86,5,10,0,11,0,11,0,11,0,11,0,11,4.0,3.0,2.5,1.8,0.1,0.2,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6
42,Pennsylvania,PA,42029,Chester County,42029302803,Census Tract 3028.03; Chester County; Pennsylvania,1.09664358009,2364,412,1501,250,1437,252,324,203,0,11,468,192,103,94,0,11,1965,425,39,21,392,187,0,15,8,44,83,577,37,52,0,11,0,15,89,76,2,1,13.7,8.2,0.0,5.5,32.6,12.1,4.5,3.9,0.0,1.3,83.1,5.1,1.6,0.8,16.6,6.5,0.0,1.0,0.3,1.9,3.5,24.4,2.5,3.4,0.0,2.0,0.0,1.0,6.2,5.5,0.1,0.0,0.391,0.0,0.7844,0.3063,0.0,1.4817,0.1998,0.9997,0.0111,0.6661,0.0,0.3815,2.0584,0.2697,0.092,0.092,0.092,0.4384,0.0,0.0,0.4841,0.3021,1.2246,0.1279,4.8567,0.0971,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,765,133,142,52,53,0,11,7,12,0,11,0,11,24,37,0,11,9.3,9.2,2.2,2.3,0.0,1.3,0.3,0.5,0.0,1.3,0.0,1.3,1.0,1.5,0.0,1.3
42,Pennsylvania,PA,42029,Chester County,42029302804,Census Tract 3028.04; Chester County; Pennsylvania,2.842975976254,3836,441,1860,244,1773,233,315,242,120,91,536,216,0,11,11,17,1337,465,555,58,298,121,0,15,0,44,261,621,445,124,0,11,11,21,101,67,13,3,8.2,6.3,6.0,4.7,30.2,11.5,0.0,1.0,0.3,0.4,34.9,9.0,14.5,2.5,7.8,3.1,0.0,0.8,0.0,1.2,6.8,16.2,24.0,5.9,0.0,1.6,0.6,1.2,5.7,3.7,0.3,0.1,0.1974,0.6445,0.7385,0.0,0.0156,1.596,0.2307,0.9783,0.1585,0.1066,0.0,0.0,1.2434,0.0447,0.237,0.237,0.237,0.8986,0.0,0.4615,0.4529,0.4905,2.3035,0.54,5.3799,0.1556,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2436,259,166,44,48,50,52,97,83,0,11,0,11,70,64,0,11,14.6,8.7,1.1,1.2,1.3,1.3,2.5,2.2,0.0,0.8,0.0,0.8,1.8,1.6,0.0,0.8
42,Pennsylvania,PA,42029,Chester County,42029302806,Census Tract 3028.06; Chester County; Pennsylvania,0.338935393578,3007,456,1917,214,1855,233,527,189,9,16,694,204,17,26,97,83,776,219,320,207,535,155,97,95,0,44,758,626,561,198,0,11,0,15,13,18,0,11,17.5,5.7,0.5,0.9,37.4,9.9,0.7,1.1,3.2,2.8,25.8,6.5,10.6,6.0,17.8,4.9,5.2,5.1,0.0,1.5,25.2,20.5,29.2,9.8,0.0,1.6,0.0,0.8,0.7,1.0,0.0,0.4,0.5247,0.0235,0.8606,0.0302,0.3483,1.7873,0.2839,0.8535,0.0671,0.7345,0.5709,0.0,2.226,0.3621,0.6663,0.6663,0.6663,0.9215,0.0,0.0,0.0515,0.0,0.973,0.0797,5.6526,0.1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1031,188,127,367,226,329,176,0,11,0,11,0,11,62,76,0,11,10.1,6.5,12.2,7.4,10.9,5.4,0.0,1.0,0.0,1.0,0.0,1.0,2.1,2.5,0.0,1.0
42,Pennsylvania,PA,42029,Chester County,42029302807,Census Tract 3028.07; Chester County; Pennsylvania,1.864991193314,4346,468,2059,183,2004,198,137,108,19,31,347,164,36,41,46,49,925,227,578,105,481,221,14,24,36,58,459,712,692,209,23,37,20,34,110,146,0,11,3.2,2.5,0.7,1.1,17.3,8.0,1.0,1.2,1.1,1.1,21.3,4.9,13.3,2.4,11.1,4.6,0.7,1.2,0.9,1.4,10.6,16.3,33.6,9.7,1.1,1.8,1.0,1.7,5.5,7.2,0.0,0.3,0.0332,0.0355,0.2694,0.0422,0.0814,0.4617,0.0135,0.6384,0.1178,0.2946,0.0794,0.6062,1.7364,0.1415,0.3791,0.3791,0.3791,0.9388,0.6007,0.5618,0.4359,0.0,2.5372,0.6424,5.1144,0.1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1326,59,68,28,44,102,97,177,137,0,11,0,11,152,145,0,11,2.9,3.4,0.6,1.0,2.3,2.3,4.1,3.2,0.0,0.7,0.0,0.7,3.5,3.3,0.0,0.7
42,Pennsylvania,PA,42029,Chester County,42029302901,Census Tract 3029.01; Chester County; Pennsylvania,3.946020741402,4608,383,1971,183,1939,175,201,115,184,100,294,101,111,72,200,137,771,145,912,161,286,137,73,48,30,49,731,571,326,131,0,11,7,17,60,53,15,3,4.4,2.5,7.2,3.8,15.2,5.0,3.3,2.2,4.4,2.9,16.7,3.2,19.8,3.1,6.2,2.8,3.8,2.5,0.7,1.1,15.9,12.3,16.5,6.5,0.0,1.5,0.4,0.9,3.1,2.7,0.3,0.1,0.067,0.7341,0.1818,0.2005,0.5134,1.6968,0.2557,0.3753,0.4767,0.0523,0.4244,0.5441,1.8728,0.1874,0.513,0.513,0.513,0.8268,0.0,0.4112,0.2541,0.4905,1.9826,0.3835,6.0652,0.2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4332,0,11,213,150,149,135,205,146,0,11,0,11,164,130,0,11,0.0,1.5,4.6,3.2,3.2,3.0,4.4,3.1,0.0,0.6,0.0,0.6,3.6,2.8,0.0,0.6
42,Pennsylvania,PA,42029,Chester County,42029302902,Census Tract 3029.02; Chester County; Pennsylvania,4.717900801824,6563,384,2328,158,2282,162,410,241,139,98,400,191,45,69,65,65,1239,230,1614,232,708,170,73,58,49,107,379,580,357,205,0,16,0,22,0,16,118,8,6.3,3.7,4.0,2.7,17.5,8.3,1.0,1.5,1.0,1.0,18.9,3.4,24.6,3.1,10.8,2.5,3.2,2.5,0.8,1.8,5.8,8.8,15.3,8.7,0.0,1.3,0.0,1.0,0.0,1.3,1.8,0.1,0.1257,0.4204,0.2779,0.0422,0.0699,0.9361,0.0812,0.4934,0.8013,0.2761,0.3541,0.5775,2.5024,0.5403,0.194,0.194,0.194,0.808,0.0,0.0,0.0,0.7386,1.5466,0.2159,5.1791,0.1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6698,75,98,204,136,140,124,13,23,0,16,0,16,22,41,0,16,3.3,4.2,3.1,2.1,2.1,1.9,0.2,0.4,0.0,0.5,0.0,0.5,0.3,0.6,0.0,0.5
42,Pennsylvania,PA,42029,Chester County,42029303000,Census Tract 3030; Chester County; Pennsylvania,3.833125288806,3181,21,1227,101,1220,100,221,143,52,32,177,69,15,16,50,33,442,75,616,145,156,52,21,18,32,47,604,183,202,95,0,11,0,15,5,7,5,6,6.9,4.5,2.7,1.6,14.5,5.5,0.7,0.7,1.6,1.0,13.9,2.4,19.4,4.5,4.9,1.6,1.7,1.5,1.1,1.6,19.0,5.8,16.5,7.6,0.0,2.4,0.0,1.2,0.4,0.6,0.2,0.2,0.1437,0.2318,0.1524,0.0302,0.1374,0.6955,0.0394,0.2309,0.4436,0.0209,0.1741,0.6414,1.5109,0.0856,0.5746,0.5746,0.5746,0.8268,0.0,0.0,0.0338,0.402,1.2626,0.1324,4.0436,0.0409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2822,28,24,201,107,47,58,206,75,0,11,0,11,150,135,0,11,2.3,2.0,6.3,3.4,1.5,1.8,6.5,2.3,0.0,0.9,0.0,0.9,4.7,4.2,0.0,0.9
42,Pennsylvania,PA,42029,Chester County,42029303100,Census Tract 3031; Chester County; Pennsylvania,6.32254959417,4087,17,1505,69,1437,72,93,62,178,112,94,49,38,33,92,59,866,178,857,111,220,94,29,27,0,44,535,155,0,15,16,20,0,15,0,11,0,11,2.3,1.5,8.5,5.7,6.5,3.4,1.3,1.1,2.3,1.4,21.2,4.4,21.0,2.7,5.4,2.3,2.0,1.9,0.0,1.1,13.1,3.8,0.0,1.0,1.1,1.3,0.0,1.0,0.0,2.1,0.0,0.3,0.02,0.8152,0.0082,0.0601,0.2273,1.1308,0.1183,0.6317,0.5684,0.0297,0.2112,0.0,1.441,0.0718,0.4462,0.4462,0.4462,0.0,0.6007,0.0,0.0,0.0,0.6007,0.0312,3.6187,0.0238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,35,31,79,91,132,126,184,109,0,11,0,11,100,76,40,62,2.4,2.2,1.9,2.2,3.2,3.1,4.5,2.7,0.0,0.7,0.0,0.7,2.4,1.9,1.0,1.5
42,Pennsylvania,PA,42029,Chester County,42029303301,Census Tract 3033.01; Chester County; Pennsylvania,5.867754642942,4067,518,1344,135,1344,135,669,410,0,11,217,128,322,233,539,357,483,141,1064,286,185,91,191,120,228,214,1437,832,180,124,0,11,58,62,135,139,58,5,16.4,9.9,0.0,1.3,16.1,9.4,14.0,9.4,13.3,8.6,11.9,4.2,26.2,6.7,4.5,2.5,14.2,8.8,6.2,5.8,35.3,20.0,13.4,9.1,0.0,2.2,4.3,4.6,10.0,10.0,1.4,0.2,0.4882,0.0,0.2168,0.8321,0.9377,2.4748,0.4987,0.1518,0.8594,0.0144,0.9076,0.918,2.8512,0.7274,0.7606,0.7606,0.7606,0.7748,0.0,0.9056,0.6462,0.7123,3.0389,0.8397,9.1255,0.7567,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,1,0,0,1,4,4733,75,49,109,96,1026,504,201,122,0,11,21,31,80,78,0,11,5.6,3.9,2.7,2.4,25.2,11.8,4.9,3.2,0.0,0.7,0.5,0.8,2.0,2.0,0.0,0.7
42,Pennsylvania,PA,42029,Chester County,42029303302,Census Tract 3033.02; Chester County; Pennsylvania,9.471819900922,4528,514,2194,284,2105,268,204,120,78,74,342,175,45,56,38,61,1748,299,587,125,602,176,40,42,0,44,475,718,174,85,0,11,0,15,114,68,141,4,4.6,2.7,3.6,3.4,16.2,8.1,1.2,1.5,0.9,1.4,38.6,5.2,13.0,2.2,13.7,3.9,1.9,2.0,0.0,1.0,10.5,15.8,8.0,3.7,0.0,1.4,0.0,0.7,5.4,3.3,3.1,0.4,0.0746,0.3646,0.2209,0.0545,0.0581,0.7727,0.0497,0.9883,0.1093,0.4678,0.1988,0.0,1.7642,0.1509,0.3762,0.3762,0.3762,0.6613,0.0,0.0,0.4276,0.8169,1.9058,0.3441,4.8189,0.0939,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3338,254,121,115,139,128,115,100,74,0,11,0,11,132,139,0,11,12.1,5.6,2.5,3.1,2.8,2.5,2.2,1.7,0.0,0.7,0.0,0.7,2.9,3.0,0.0,0.7
42,Pennsylvania,PA,42029,Chester County,42029303401,Census Tract 3034.01; Chester County; Pennsylvania,0.66603560255,3904,357,1589,197,1486,200,159,81,52,45,507,206,463,158,306,135,600,215,783,185,539,214,50,32,651,236,2219,522,370,209,19,31,100,72,60,41,16,5,4.1,2.0,2.3,2.0,34.1,13.1,18.4,6.5,7.8,3.4,15.4,5.5,20.1,4.3,13.8,5.0,3.4,2.1,17.7,6.2,56.8,12.3,23.3,12.8,1.2,2.0,6.7,4.8,4.0,2.8,0.4,0.1,0.0564,0.1798,0.81,0.9153,0.7932,2.7547,0.5946,0.3038,0.4993,0.4743,0.3788,0.9821,2.6383,0.6218,0.8614,0.8614,0.8614,0.893,0.6092,0.9579,0.3262,0.5403,3.3266,0.9094,9.581,0.8041,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,3980,77,46,142,143,1786,435,50,67,0,11,0,11,241,182,0,11,5.2,3.2,3.6,3.6,45.7,9.9,1.3,1.7,0.0,0.8,0.0,0.8,6.2,4.6,0.0,0.8
42,Pennsylvania,PA,42029,Chester County,42029303402,Census Tract 3034.02; Chester County; Pennsylvania,0.399280047362,2078,353,859,143,747,153,214,118,110,86,243,153,95,82,102,75,280,69,559,158,156,65,105,135,59,69,532,459,95,57,8,12,55,42,37,29,24,3,10.4,5.5,9.5,6.5,32.5,19.4,7.3,6.0,5.0,3.7,13.5,3.8,26.9,4.9,7.6,3.7,14.0,17.8,3.0,3.4,25.6,21.7,11.0,6.4,0.9,1.5,7.4,5.4,5.0,4.0,1.2,0.2,0.2709,0.8516,0.7829,0.527,0.5783,3.0107,0.6773,0.2177,0.8808,0.0975,0.9041,0.8356,2.9357,0.7694,0.6745,0.6745,0.6745,0.7318,0.581,0.9679,0.3982,0.6912,3.3701,0.92,9.991,0.8438,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,3706,144,141,133,96,333,236,28,31,0,11,0,11,38,43,0,11,19.3,16.1,6.4,4.5,16.0,10.1,1.3,1.5,0.0,1.4,0.0,1.4,1.8,2.1,0.0,1.4
42,Pennsylvania,PA,42029,Chester County,42029303501,Census Tract 3035.01; Chester County; Pennsylvania,6.527263577284,4290,297,1680,138,1640,122,150,87,105,68,180,74,90,49,83,69,1063,146,816,116,306,119,39,34,63,81,490,434,0,15,13,20,0,15,10,14,161,18,3.6,2.1,4.6,2.9,11.0,4.4,2.8,1.5,1.9,1.6,24.8,2.8,19.0,2.4,7.1,2.8,2.4,2.1,1.6,2.0,11.4,10.1,0.0,0.9,0.8,1.2,0.0,0.9,0.6,0.8,3.8,0.3,0.0423,0.4988,0.0538,0.1618,0.1803,0.937,0.0818,0.8166,0.4163,0.0811,0.2574,0.724,2.2954,0.4065,0.4005,0.4005,0.4005,0.0,0.5669,0.0,0.0438,0.8456,1.4563,0.1888,5.0892,0.1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7945,45,49,75,60,228,130,65,50,0,11,0,11,122,101,0,11,2.7,3.0,1.7,1.4,5.3,3.0,1.5,1.2,0.0,0.7,0.0,0.7,2.8,2.4,0.0,0.7
42,Pennsylvania,PA,42029,Chester County,42029303502,Census Tract 3035.02; Chester County; Pennsylvania,8.927027276208,3142,298,1178,116,1162,114,57,63,9,15,77,59,34,47,0,11,799,282,740,193,217,87,65,66,0,44,280,427,0,15,0,11,0,15,50,50,20,5,1.8,2.0,0.6,1.0,6.6,5.0,1.6,2.2,0.0,0.9,25.4,8.3,23.6,5.5,6.9,3.0,5.6,5.7,0.0,1.4,8.9,13.6,0.0,1.3,0.0,2.5,0.0,1.3,4.3,4.3,0.6,0.1,0.012,0.0291,0.0094,0.0788,0.0,0.1293,0.0009,0.8386,0.748,0.0734,0.6015,0.0,2.2615,0.3853,0.3197,0.3197,0.3197,0.0,0.0,0.0,0.3512,0.608,0.9592,0.0771,3.6697,0.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796,92,61,19,31,70,74,124,111,0,11,0,11,22,31,45,65,7.9,5.3,0.6,1.0,2.2,2.3,3.9,3.5,0.0,0.9,0.0,0.9,0.7,1.0,1.4,2.1
42,Pennsylvania,PA,42029,Chester County,42029303801,Census Tract 3038.01; Chester County; Pennsylvania,9.387625340496,4476,474,1667,197,1667,197,537,312,89,54,293,111,122,72,71,72,780,103,1062,165,351,105,76,71,12,47,728,748,0,15,246,90,12,21,56,49,0,11,12.1,6.9,3.4,2.2,17.6,6.3,3.8,2.3,1.6,1.6,17.4,2.3,23.7,3.0,7.8,2.2,4.6,4.2,0.3,1.1,16.3,16.6,0.0,0.9,14.8,5.1,0.7,1.3,3.4,2.8,0.0,0.2,0.3396,0.334,0.2847,0.2415,0.1374,1.3372,0.1662,0.4128,0.7533,0.1066,0.5165,0.3815,2.1707,0.3271,0.5227,0.5227,0.5227,0.0,0.9303,0.4888,0.2815,0.0,1.7006,0.2662,5.7312,0.1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1783,67,48,85,93,279,238,45,30,0,11,0,11,307,227,12,18,4.0,2.8,1.9,2.1,6.2,5.4,1.0,0.7,0.0,0.7,0.0,0.7,6.9,5.1,0.3,0.4
42,Pennsylvania,PA,42029,Chester County,42029303803,Census Tract 3038.03; Chester County; Pennsylvania,4.008275055678,4133,701,1459,269,1459,269,693,729,230,252,362,277,14,23,31,36,596,159,1080,280,297,139,223,260,14,44,282,1008,0,15,0,11,0,15,0,11,13,3,16.8,17.4,9.3,9.0,24.8,18.4,0.5,0.8,0.8,0.9,14.4,4.4,26.1,3.8,7.2,3.3,15.3,17.6,0.4,1.1,6.8,24.4,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.3,0.1,0.5006,0.8443,0.585,0.0223,0.0485,2.0007,0.3525,0.2549,0.8556,0.0863,0.92,0.4322,2.549,0.5697,0.237,0.237,0.237,0.0,0.0,0.0,0.0,0.4905,0.4905,0.0206,5.2772,0.1427,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1774,0,11,28,48,59,94,88,98,0,11,0,11,107,99,0,11,0.0,2.0,0.7,1.2,1.4,2.3,2.1,2.4,0.0,0.7,0.0,0.7,2.6,2.5,0.0,0.7
42,Pennsylvania,PA,42029,Chester County,42029303804,Census Tract 3038.04; Chester County; Pennsylvania,5.102838318192,5786,533,1848,174,1848,174,148,126,129,67,118,74,161,129,40,37,498,156,1670,214,231,115,57,46,9,64,1392,773,0,22,0,16,0,22,29,31,10,2,2.6,2.2,3.9,2.0,6.4,4.0,4.3,3.3,0.7,0.6,8.6,2.6,28.9,2.4,4.0,2.0,3.1,2.5,0.2,1.2,24.1,13.2,0.0,1.2,0.0,1.6,0.0,1.2,1.6,1.7,0.2,0.0,0.0223,0.4066,0.0079,0.2916,0.0394,0.7678,0.0485,0.0665,0.9276,0.0082,0.3421,0.3364,1.6808,0.1262,0.6537,0.6537,0.6537,0.0,0.0,0.0,0.1226,0.402,0.5246,0.0247,3.6269,0.0244,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2634,61,45,293,265,252,251,449,180,0,16,0,16,398,290,0,16,3.3,2.5,5.1,4.6,4.4,4.3,7.8,3.2,0.0,0.5,0.0,0.5,6.9,5.0,0.0,0.5
42,Pennsylvania,PA,42029,Chester County,42029303901,Census Tract 3039.01; Chester County; Pennsylvania,3.797450622312,4978,388,1442,131,1442,131,254,183,183,123,196,90,27,37,59,49,876,124,771,112,462,168,12,26,17,47,648,559,53,57,0,11,35,40,51,53,1065,68,6.5,4.6,6.7,4.0,13.6,6.1,0.9,1.3,1.2,1.0,17.6,2.4,15.5,1.9,9.6,3.3,0.8,1.8,0.4,1.0,13.0,11.2,3.7,3.9,0.0,2.1,2.4,2.8,3.5,3.5,21.4,2.2,0.1319,0.6965,0.1176,0.0381,0.0896,1.0737,0.1071,0.4237,0.2019,0.1974,0.09,0.4322,1.3452,0.0579,0.4439,0.4439,0.4439,0.5063,0.0,0.7779,0.2888,0.9599,2.5329,0.6409,5.3957,0.1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1933,64,55,304,224,150,88,79,88,0,11,0,11,94,70,21,32,4.4,3.7,6.1,4.4,3.0,1.8,1.6,1.8,0.0,0.6,0.0,0.6,1.9,1.4,0.4,0.6
